"EDGE_TYPE","FI Annotation","FI Direction","FI Score","interaction","name","selected","shared interaction","shared name"
"FI","complex; input","-","1.0",,"DDX5 (FI) RBM42","true",,"DDX5 (FI) RBM42"
"FI","complex","-","1.0",,"MRPL43 (FI) MRPL46","true",,"MRPL43 (FI) MRPL46"
"FI","complex","-","1.0",,"CKAP5 (FI) HSP90AA1","true",,"CKAP5 (FI) HSP90AA1"
"FI","activate; inhibited by","|->","1.0",,"FGA (FI) SERPINC1","true",,"FGA (FI) SERPINC1"
"FI","activated by; catalyzed by","<-","1.0",,"EMG1 (FI) XRN2","true",,"EMG1 (FI) XRN2"
"FI","PPrel: activation; activate; complex; input; reaction","->","1.0",,"FN1 (FI) ITGA5","true",,"FN1 (FI) ITGA5"
"FI","complex","-","1.0",,"C5AR1 (FI) GNG5","true",,"C5AR1 (FI) GNG5"
"FI","activated by; catalyzed by","<-","1.0",,"MPHOSPH10 (FI) XRN2","true",,"MPHOSPH10 (FI) XRN2"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL22","true",,"DAP3 (FI) MRPL22"
"FI","complex","-","1.0",,"CAPZB (FI) EPS8L2","true",,"CAPZB (FI) EPS8L2"
"FI","complex","-","1.0",,"NOC4L (FI) NOP56","true",,"NOC4L (FI) NOP56"
"FI","complex","-","1.0",,"NOC4L (FI) NOP58","true",,"NOC4L (FI) NOP58"
"FI","complex","-","1.0",,"DHX9 (FI) FIP1L1","true",,"DHX9 (FI) FIP1L1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL33 (FI) MRPS7","true",,"MRPL33 (FI) MRPS7"
"FI","PPrel: inhibited by; complex; input","|-","1.0",,"C1QB (FI) SERPING1","true",,"C1QB (FI) SERPING1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL33 (FI) MRPS2","true",,"MRPL33 (FI) MRPS2"
"FI","complex; input","-","1.0",,"NUP153 (FI) NUP35","true",,"NUP153 (FI) NUP35"
"FI","complex; input","-","1.0",,"FN1 (FI) RAP1A","true",,"FN1 (FI) RAP1A"
"FI","predicted","-","0.94",,"RRS1 (FI) WDR12","true",,"RRS1 (FI) WDR12"
"FI","complex; input","-","1.0",,"RANBP2 (FI) SMC1A","true",,"RANBP2 (FI) SMC1A"
"FI","complex","-","1.0",,"MRPL37 (FI) MRPL9","true",,"MRPL37 (FI) MRPL9"
"FI","activate","->","1.0",,"NIP7 (FI) NOL6","true",,"NIP7 (FI) NOL6"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL38 (FI) MRPS30","true",,"MRPL38 (FI) MRPS30"
"FI","predicted","-","0.91",,"AMBP (FI) CTSB","true",,"AMBP (FI) CTSB"
"FI","predicted","-","0.9",,"C1QB (FI) CD14","true",,"C1QB (FI) CD14"
"FI","predicted","-","0.97",,"EBNA1BP2 (FI) NOP58","true",,"EBNA1BP2 (FI) NOP58"
"FI","catalyze","->","1.0",,"AAAS (FI) TOP2A","true",,"AAAS (FI) TOP2A"
"FI","activate; inhibited by","|->","1.0",,"FGA (FI) SERPIND1","true",,"FGA (FI) SERPIND1"
"FI","complex; input","-","1.0",,"PRPF6 (FI) PUF60","true",,"PRPF6 (FI) PUF60"
"FI","predicted","-","0.97",,"EBNA1BP2 (FI) NOP56","true",,"EBNA1BP2 (FI) NOP56"
"FI","predicted","-","0.94",,"PRMT1 (FI) SNRPA1","true",,"PRMT1 (FI) SNRPA1"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL33","true",,"DAP3 (FI) MRPL33"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL37","true",,"DAP3 (FI) MRPL37"
"FI","complex","-","1.0",,"KRR1 (FI) UTP14A","true",,"KRR1 (FI) UTP14A"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL38","true",,"DAP3 (FI) MRPL38"
"FI","predicted","-","0.94",,"ATIC (FI) GART","false",,"ATIC (FI) GART"
"FI","complex; input","-","1.0",,"NUP98 (FI) RANGAP1","true",,"NUP98 (FI) RANGAP1"
"FI","complex; input","-","1.0",,"CDK7 (FI) RFC4","true",,"CDK7 (FI) RFC4"
"FI","predicted","-","0.98",,"CFHR1 (FI) CFHR5","true",,"CFHR1 (FI) CFHR5"
"FI","predicted","-","0.92",,"BOP1 (FI) NLE1","true",,"BOP1 (FI) NLE1"
"FI","ECrel: compound","-","1.0",,"INPP5D (FI) PIK3C2B","true",,"INPP5D (FI) PIK3C2B"
"FI","complex; input","-","1.0",,"HNRNPC (FI) SRRT","true",,"HNRNPC (FI) SRRT"
"FI","ECrel: compound","-","1.0",,"INPP5D (FI) PIK3C2A","true",,"INPP5D (FI) PIK3C2A"
"FI","expression regulated by","<-","1.0",,"DDX21 (FI) SIN3A","true",,"DDX21 (FI) SIN3A"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP205","true",,"AAAS (FI) NUP205"
"FI","complex; input","-","1.0",,"NUP133 (FI) RANGAP1","true",,"NUP133 (FI) RANGAP1"
"FI","predicted","-","0.89",,"HEATR1 (FI) PNO1","true",,"HEATR1 (FI) PNO1"
"FI","predicted","-","0.96",,"DHX15 (FI) XRN2","true",,"DHX15 (FI) XRN2"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL38 (FI) MRPS7","true",,"MRPL38 (FI) MRPS7"
"FI","complex; input","-","1.0",,"NUP153 (FI) NUP98","true",,"NUP153 (FI) NUP98"
"FI","complex; inhibited by; input","|-","1.0",,"APOA1 (FI) APOC3","true",,"APOA1 (FI) APOC3"
"FI","catalyzed by","<-","1.0",,"C5 (FI) CPB2","true",,"C5 (FI) CPB2"
"FI","complex; input","-","1.0",,"NUP153 (FI) NUP93","true",,"NUP153 (FI) NUP93"
"FI","catalyze; complex; input","->","1.0",,"DDX5 (FI) RBM17","true",,"DDX5 (FI) RBM17"
"FI","predicted","-","0.92",,"DDX21 (FI) HNRNPC","true",,"DDX21 (FI) HNRNPC"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL38 (FI) MRPS2","true",,"MRPL38 (FI) MRPS2"
"FI","complex; input","-","1.0",,"APOA1 (FI) APOE","true",,"APOA1 (FI) APOE"
"FI","predicted","-","0.91",,"MRTO4 (FI) RRP9","true",,"MRTO4 (FI) RRP9"
"FI","complex; input","-","1.0",,"DDX5 (FI) RBM10","true",,"DDX5 (FI) RBM10"
"FI","PPrel: activation; catalyzed by","<->","1.0",,"F12 (FI) KLKB1","true",,"F12 (FI) KLKB1"
"FI","catalyze","->","1.0",,"AAAS (FI) HNRNPC","true",,"AAAS (FI) HNRNPC"
"FI","predicted","-","0.89",,"PDS5A (FI) SMC4","true",,"PDS5A (FI) SMC4"
"FI","predicted","-","0.91",,"DDX21 (FI) HNRNPU","true",,"DDX21 (FI) HNRNPU"
"FI","predicted","-","0.92",,"RRS1 (FI) RSL1D1","true",,"RRS1 (FI) RSL1D1"
"FI","predicted","-","0.94",,"TOP2A (FI) XRCC6","true",,"TOP2A (FI) XRCC6"
"FI","predicted","-","0.95",,"TOP2A (FI) XRCC5","true",,"TOP2A (FI) XRCC5"
"FI","predicted","-","0.89",,"DIMT1 (FI) PDCD11","true",,"DIMT1 (FI) PDCD11"
"FI","catalyzed by; complex; input","<-","1.0",,"HSPA8 (FI) SF3B3","true",,"HSPA8 (FI) SF3B3"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL11","true",,"DAP3 (FI) MRPL11"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL12","true",,"DAP3 (FI) MRPL12"
"FI","complex; input","-","1.0",,"NUP153 (FI) NUP88","true",,"NUP153 (FI) NUP88"
"FI","complex; input","-","1.0",,"DHX9 (FI) PRPF3","true",,"DHX9 (FI) PRPF3"
"FI","complex; input","-","1.0",,"GFM1 (FI) PTCD3","true",,"GFM1 (FI) PTCD3"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL15","true",,"DAP3 (FI) MRPL15"
"FI","complex; input","-","1.0",,"RBM17 (FI) SNRNP200","true",,"RBM17 (FI) SNRNP200"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL13","true",,"DAP3 (FI) MRPL13"
"FI","activate; input","->","1.0",,"AAAS (FI) THOC2","true",,"AAAS (FI) THOC2"
"FI","catalyzed by","<-","1.0",,"BRAF (FI) PPP5C","true",,"BRAF (FI) PPP5C"
"FI","complex; input","-","1.0",,"DHX9 (FI) PRPF8","true",,"DHX9 (FI) PRPF8"
"FI","complex; input","-","1.0",,"FGG (FI) RAP1A","true",,"FGG (FI) RAP1A"
"FI","activated by; complex; input","<-","1.0",,"NOL6 (FI) UTP15","true",,"NOL6 (FI) UTP15"
"FI","complex; input","-","1.0",,"DHX9 (FI) PRPF6","true",,"DHX9 (FI) PRPF6"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL19 (FI) PTCD3","true",,"MRPL19 (FI) PTCD3"
"FI","predicted","-","0.97",,"NOP56 (FI) RRP12","true",,"NOP56 (FI) RRP12"
"FI","predicted","-","0.94",,"EFTUD2 (FI) HSP90AA1","true",,"EFTUD2 (FI) HSP90AA1"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL19","true",,"DAP3 (FI) MRPL19"
"FI","reaction","-","1.0",,"HEATR1 (FI) RPS5","true",,"HEATR1 (FI) RPS5"
"FI","predicted","-","0.9",,"CHD4 (FI) DHX9","true",,"CHD4 (FI) DHX9"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL17","true",,"DAP3 (FI) MRPL17"
"FI","catalyze; complex; input","->","1.0",,"NUP88 (FI) RANBP2","true",,"NUP88 (FI) RANBP2"
"FI","predicted","-","0.97",,"RFC4 (FI) XRCC5","true",,"RFC4 (FI) XRCC5"
"FI","predicted","-","0.92",,"DHX9 (FI) MATR3","true",,"DHX9 (FI) MATR3"
"FI","activate","->","1.0",,"CASP6 (FI) NUMA1","true",,"CASP6 (FI) NUMA1"
"FI","complex; input","-","1.0",,"KIF2A (FI) RANGAP1","true",,"KIF2A (FI) RANGAP1"
"FI","complex","-","1.0",,"EMG1 (FI) PWP2","true",,"EMG1 (FI) PWP2"
"FI","predicted","-","0.9",,"HSPA8 (FI) KHSRP","true",,"HSPA8 (FI) KHSRP"
"FI","activate","->","1.0",,"AAAS (FI) FIP1L1","true",,"AAAS (FI) FIP1L1"
"FI","activate; input","->","1.0",,"NUP205 (FI) THOC2","true",,"NUP205 (FI) THOC2"
"FI","activated by","<-","1.0",,"PWP2 (FI) RPS5","true",,"PWP2 (FI) RPS5"
"FI","predicted","-","0.91",,"FRG1 (FI) SNRPA1","true",,"FRG1 (FI) SNRPA1"
"FI","predicted","-","0.91",,"FGA (FI) FN1","true",,"FGA (FI) FN1"
"FI","complex","-","1.0",,"NOP58 (FI) RRP9","true",,"NOP58 (FI) RRP9"
"FI","PPrel: binding/association; complex; input","-","1.0",,"NUP54 (FI) NUP62","true",,"NUP54 (FI) NUP62"
"FI","PPrel: activated by","<-","1.0",,"F2 (FI) MASP1","true",,"F2 (FI) MASP1"
"FI","PPrel: activated by","<-","1.0",,"F2 (FI) MASP2","true",,"F2 (FI) MASP2"
"FI","complex; input","-","1.0",,"NUP153 (FI) NUP62","true",,"NUP153 (FI) NUP62"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL12 (FI) MRPS2","true",,"MRPL12 (FI) MRPS2"
"FI","catalyzed by; complex; input","<-","1.0",,"PLRG1 (FI) PRPF8","true",,"PLRG1 (FI) PRPF8"
"FI","predicted","-","0.93",,"DDX21 (FI) PA2G4","true",,"DDX21 (FI) PA2G4"
"FI","predicted","-","0.89",,"DDX21 (FI) DHX15","true",,"DDX21 (FI) DHX15"
"FI","catalyzed by; complex; input","<-","1.0",,"PLRG1 (FI) PRPF6","true",,"PLRG1 (FI) PRPF6"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL12 (FI) MRPS7","true",,"MRPL12 (FI) MRPS7"
"FI","complex; input","-","1.0",,"CDK7 (FI) USP7","true",,"CDK7 (FI) USP7"
"FI","predicted","-","0.91",,"PLRG1 (FI) PRPF3","true",,"PLRG1 (FI) PRPF3"
"FI","catalyze; complex; input","->","1.0",,"DDX5 (FI) RBM22","true",,"DDX5 (FI) RBM22"
"FI","complex; input","-","1.0",,"KLKB1 (FI) SERPING1","true",,"KLKB1 (FI) SERPING1"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"DHX15 (FI) PUF60","true",,"DHX15 (FI) PUF60"
"FI","complex","-","1.0",,"MRPS30 (FI) MRPS7","true",,"MRPS30 (FI) MRPS7"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"DHX15 (FI) SNRNP200","true",,"DHX15 (FI) SNRNP200"
"FI","predicted","-","0.91",,"CHEK2 (FI) TPR","true",,"CHEK2 (FI) TPR"
"FI","complex; input","-","1.0",,"BAZ1B (FI) POLR1D","true",,"BAZ1B (FI) POLR1D"
"FI","complex; input","-","1.0",,"POLR2B (FI) SMU1","true",,"POLR2B (FI) SMU1"
"FI","complex; input","-","1.0",,"BAZ1B (FI) POLR1B","true",,"BAZ1B (FI) POLR1B"
"FI","PPrel: binding/association; complex","-","1.0",,"SLC25A5 (FI) VDAC1","true",,"SLC25A5 (FI) VDAC1"
"FI","PPrel: binding/association; complex","-","1.0",,"SLC25A5 (FI) VDAC3","true",,"SLC25A5 (FI) VDAC3"
"FI","complex","-","1.0",,"KRR1 (FI) NOP56","true",,"KRR1 (FI) NOP56"
"FI","predicted","-","0.95",,"TUBA3E (FI) TUBA4A","true",,"TUBA3E (FI) TUBA4A"
"FI","complex","-","1.0",,"KRR1 (FI) NOP58","true",,"KRR1 (FI) NOP58"
"FI","predicted","-","0.95",,"DHX9 (FI) TOP2A","true",,"DHX9 (FI) TOP2A"
"FI","predicted","-","0.96",,"SMARCA5 (FI) SMC1A","true",,"SMARCA5 (FI) SMC1A"
"FI","PPrel: activation","->","1.0",,"EIF2AK2 (FI) FADD","true",,"EIF2AK2 (FI) FADD"
"FI","complex","-","1.0",,"COL4A2 (FI) LAMC1","true",,"COL4A2 (FI) LAMC1"
"FI","predicted","-","0.9",,"RRP12 (FI) UTP15","true",,"RRP12 (FI) UTP15"
"FI","complex","-","1.0",,"FIP1L1 (FI) SNRPA1","true",,"FIP1L1 (FI) SNRPA1"
"FI","activate","->","1.0",,"CD14 (FI) HSPD1","true",,"CD14 (FI) HSPD1"
"FI","catalyze","->","1.0",,"RANBP2 (FI) TOP2A","true",,"RANBP2 (FI) TOP2A"
"FI","complex","-","1.0",,"MRPL37 (FI) MRPL38","true",,"MRPL37 (FI) MRPL38"
"FI","predicted","-","0.9",,"MAP7 (FI) TUBA4A","true",,"MAP7 (FI) TUBA4A"
"FI","PPrel: activated by; complex; input","<-","1.0",,"ITGA5 (FI) LAMB4","true",,"ITGA5 (FI) LAMB4"
"FI","activated by","<-","1.0",,"EMG1 (FI) RPS5","true",,"EMG1 (FI) RPS5"
"FI","complex; input","-","1.0",,"CKAP5 (FI) NUMA1","true",,"CKAP5 (FI) NUMA1"
"FI","predicted","-","0.94",,"DIMT1 (FI) HEATR1","true",,"DIMT1 (FI) HEATR1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL37 (FI) MRPS2","true",,"MRPL37 (FI) MRPS2"
"FI","predicted","-","0.9",,"CDC5L (FI) RFC4","true",,"CDC5L (FI) RFC4"
"FI","predicted","-","0.97",,"DHX15 (FI) SRPK1","true",,"DHX15 (FI) SRPK1"
"FI","catalyze; complex; input","->","1.0",,"RBM17 (FI) RBM22","true",,"RBM17 (FI) RBM22"
"FI","predicted","-","0.94",,"HSPA8 (FI) SIN3A","true",,"HSPA8 (FI) SIN3A"
"FI","predicted","-","0.9",,"CHD4 (FI) TBL1XR1","true",,"CHD4 (FI) TBL1XR1"
"FI","predicted","-","0.92",,"CDC5L (FI) RFC2","true",,"CDC5L (FI) RFC2"
"FI","PPrel: activated by; complex; input","<-","1.0",,"ITGA5 (FI) LAMC1","true",,"ITGA5 (FI) LAMC1"
"FI","complex","-","1.0",,"FGA (FI) FGG","true",,"FGA (FI) FGG"
"FI","reaction","-","1.0",,"CARM1 (FI) NFYB","true",,"CARM1 (FI) NFYB"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL37 (FI) MRPS7","true",,"MRPL37 (FI) MRPS7"
"FI","complex","-","1.0",,"DAP3 (FI) PTCD3","true",,"DAP3 (FI) PTCD3"
"FI","complex","-","1.0",,"FGA (FI) FGB","true",,"FGA (FI) FGB"
"FI","PPrel: activated by","<-","1.0",,"ITGB7 (FI) VTN","true",,"ITGB7 (FI) VTN"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL11 (FI) MRPS7","true",,"MRPL11 (FI) MRPS7"
"FI","complex; input","-","1.0",,"PUF60 (FI) SMU1","true",,"PUF60 (FI) SMU1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL11 (FI) MRPS2","true",,"MRPL11 (FI) MRPS2"
"FI","activate; catalyze","->","1.0",,"PPP5C (FI) RAF1","true",,"PPP5C (FI) RAF1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL22 (FI) MRPS17","true",,"MRPL22 (FI) MRPS17"
"FI","predicted","-","0.99",,"HSP90AA1 (FI) HSPA4","true",,"HSP90AA1 (FI) HSPA4"
"FI","predicted","-","0.9",,"EPB41L2 (FI) NUMA1","true",,"EPB41L2 (FI) NUMA1"
"FI","predicted","-","0.9",,"SMARCA1 (FI) TOP2A","true",,"SMARCA1 (FI) TOP2A"
"FI","complex","-","1.0",,"CUL4B (FI) DCAF7","true",,"CUL4B (FI) DCAF7"
"FI","activate","->","1.0",,"CAPZB (FI) HSP90AA1","true",,"CAPZB (FI) HSP90AA1"
"FI","predicted","-","0.96",,"HSP90AA1 (FI) HSPA9","true",,"HSP90AA1 (FI) HSPA9"
"FI","complex; input","-","1.0",,"HSP90AA1 (FI) HSPA8","true",,"HSP90AA1 (FI) HSPA8"
"FI","activated by","<-","1.0",,"EMG1 (FI) RBM28","true",,"EMG1 (FI) RBM28"
"FI","predicted","-","0.91",,"HSP90AA1 (FI) RAF1","true",,"HSP90AA1 (FI) RAF1"
"FI","predicted","-","0.9",,"DDX5 (FI) PRKDC","true",,"DDX5 (FI) PRKDC"
"FI","predicted","-","0.94",,"GTPBP4 (FI) RPL7A","true",,"GTPBP4 (FI) RPL7A"
"FI","catalyzed by; complex; input","<-","1.0",,"CDK7 (FI) CTDP1","true",,"CDK7 (FI) CTDP1"
"FI","input","-","1.0",,"COL15A1 (FI) COL18A1","true",,"COL15A1 (FI) COL18A1"
"FI","predicted","-","0.89",,"APOA1 (FI) FGG","true",,"APOA1 (FI) FGG"
"FI","predicted","-","0.93",,"MRTO4 (FI) RRS1","true",,"MRTO4 (FI) RRS1"
"FI","predicted","-","0.91",,"EBNA1BP2 (FI) NOC4L","true",,"EBNA1BP2 (FI) NOC4L"
"FI","predicted","-","0.91",,"BOP1 (FI) MRTO4","true",,"BOP1 (FI) MRTO4"
"FI","catalyze","->","1.0",,"NUP205 (FI) TOP2A","true",,"NUP205 (FI) TOP2A"
"FI","activate","->","1.0",,"CAPZB (FI) HSP90AB1","true",,"CAPZB (FI) HSP90AB1"
"FI","predicted","-","0.96",,"APOA1 (FI) FGA","true",,"APOA1 (FI) FGA"
"FI","complex; input","-","1.0",,"NUP88 (FI) TPR","true",,"NUP88 (FI) TPR"
"FI","catalyze; complex; input","->","1.0",,"EFTUD2 (FI) PLRG1","true",,"EFTUD2 (FI) PLRG1"
"FI","activated by","<-","1.0",,"CPSF3 (FI) RANBP2","true",,"CPSF3 (FI) RANBP2"
"FI","expression regulates","->","1.0",,"NFYB (FI) SIN3A","true",,"NFYB (FI) SIN3A"
"FI","catalyze; complex; input","->","1.0",,"DDX23 (FI) HSPA8","true",,"DDX23 (FI) HSPA8"
"FI","activate; input","->","1.0",,"RANBP2 (FI) THOC2","true",,"RANBP2 (FI) THOC2"
"FI","PPrel: activated by; complex; input","<-","1.0",,"ITGA5 (FI) LAMA4","true",,"ITGA5 (FI) LAMA4"
"FI","complex","-","1.0",,"MRPL37 (FI) MRPL46","true",,"MRPL37 (FI) MRPL46"
"FI","catalyze","->","1.0",,"EXOSC2 (FI) PDCD11","true",,"EXOSC2 (FI) PDCD11"
"FI","complex","-","1.0",,"MRPL37 (FI) MRPL43","true",,"MRPL37 (FI) MRPL43"
"FI","complex; input","-","1.0",,"UTP15 (FI) WDR75","true",,"UTP15 (FI) WDR75"
"FI","predicted","-","0.92",,"EBNA1BP2 (FI) RSL1D1","true",,"EBNA1BP2 (FI) RSL1D1"
"FI","complex","-","1.0",,"RANGAP1 (FI) TPR","true",,"RANGAP1 (FI) TPR"
"FI","predicted","-","0.96",,"MCM2 (FI) SSRP1","true",,"MCM2 (FI) SSRP1"
"FI","activated by","<-","1.0",,"NOL6 (FI) RBM28","true",,"NOL6 (FI) RBM28"
"FI","complex; input","-","1.0",,"COL4A1 (FI) COL4A2","true",,"COL4A1 (FI) COL4A2"
"FI","predicted","-","0.94",,"DDX21 (FI) DDX27","true",,"DDX21 (FI) DDX27"
"FI","complex; input","-","1.0",,"C8G (FI) VTN","true",,"C8G (FI) VTN"
"FI","complex","-","1.0",,"FIP1L1 (FI) SNRNP200","true",,"FIP1L1 (FI) SNRNP200"
"FI","complex; input","-","1.0",,"ITGB3 (FI) MFGE8","true",,"ITGB3 (FI) MFGE8"
"FI","predicted","-","0.94",,"DDX21 (FI) DDX23","true",,"DDX21 (FI) DDX23"
"FI","catalyzed by; complex; input","<-","1.0",,"HSPA8 (FI) SRRT","true",,"HSPA8 (FI) SRRT"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL9","true",,"MRPL12 (FI) MRPL9"
"FI","complex","-","1.0",,"MRPL15 (FI) MRPL33","true",,"MRPL15 (FI) MRPL33"
"FI","predicted","-","0.89",,"NAA15 (FI) XRCC6","true",,"NAA15 (FI) XRCC6"
"FI","complex","-","1.0",,"DDX46 (FI) SNRPA1","true",,"DDX46 (FI) SNRPA1"
"FI","complex","-","1.0",,"MRPL15 (FI) MRPL38","true",,"MRPL15 (FI) MRPL38"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL22 (FI) MRPS30","true",,"MRPL22 (FI) MRPS30"
"FI","predicted","-","0.99",,"HSP90AA1 (FI) HSPD1","true",,"HSP90AA1 (FI) HSPD1"
"FI","complex","-","1.0",,"MRPL15 (FI) MRPL37","true",,"MRPL15 (FI) MRPL37"
"FI","catalyze","->","1.0",,"KLKB1 (FI) MMP3","true",,"KLKB1 (FI) MMP3"
"FI","complex","-","1.0",,"PDCD11 (FI) PWP2","true",,"PDCD11 (FI) PWP2"
"FI","activated by; catalyzed by","<-","1.0",,"PDCD11 (FI) XRN2","true",,"PDCD11 (FI) XRN2"
"FI","complex; input","-","1.0",,"F2 (FI) RAF1","true",,"F2 (FI) RAF1"
"FI","complex","-","1.0",,"CPSF3 (FI) PRPF8","true",,"CPSF3 (FI) PRPF8"
"FI","complex","-","1.0",,"CPSF3 (FI) PRPF6","true",,"CPSF3 (FI) PRPF6"
"FI","complex; input","-","1.0",,"NUP88 (FI) NUP93","true",,"NUP88 (FI) NUP93"
"FI","activated by","<-","1.0",,"NOP56 (FI) RBM28","true",,"NOP56 (FI) RBM28"
"FI","predicted","-","0.9",,"LIG3 (FI) NUMA1","true",,"LIG3 (FI) NUMA1"
"FI","complex; input","-","1.0",,"NUP88 (FI) NUP98","true",,"NUP88 (FI) NUP98"
"FI","predicted","-","0.91",,"DHX15 (FI) PRMT1","true",,"DHX15 (FI) PRMT1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL19 (FI) MRPS18B","true",,"MRPL19 (FI) MRPS18B"
"FI","complex","-","1.0",,"MRPL15 (FI) MRPL22","true",,"MRPL15 (FI) MRPL22"
"FI","catalyzed by; complex; input","<-","1.0",,"RBM22 (FI) SRRT","true",,"RBM22 (FI) SRRT"
"FI","catalyzed by","<-","1.0",,"CUL4B (FI) LIG1","true",,"CUL4B (FI) LIG1"
"FI","catalyze; complex; input","->","1.0",,"POLR2B (FI) SNRPA1","true",,"POLR2B (FI) SNRPA1"
"FI","catalyzed by","<-","1.0",,"CUL4B (FI) LIG3","true",,"CUL4B (FI) LIG3"
"FI","predicted","-","0.92",,"APOA1 (FI) FN1","true",,"APOA1 (FI) FN1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL13 (FI) MRPS18B","true",,"MRPL13 (FI) MRPS18B"
"FI","catalyze","->","1.0",,"EXOSC2 (FI) WDR75","true",,"EXOSC2 (FI) WDR75"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL46 (FI) MRPS2","true",,"MRPL46 (FI) MRPS2"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL46 (FI) MRPS7","true",,"MRPL46 (FI) MRPS7"
"FI","predicted","-","0.94",,"NIP7 (FI) NOP2","true",,"NIP7 (FI) NOP2"
"FI","activated by; catalyzed by","<-","1.0",,"PWP2 (FI) XRN2","true",,"PWP2 (FI) XRN2"
"FI","predicted","-","0.96",,"SMC1A (FI) SMC4","true",,"SMC1A (FI) SMC4"
"FI","complex","-","1.0",,"MRPL11 (FI) MRPL9","true",,"MRPL11 (FI) MRPL9"
"FI","catalyzed by","<-","1.0",,"HNRNPC (FI) NUP205","true",,"HNRNPC (FI) NUP205"
"FI","complex","-","1.0",,"COL4A2 (FI) LAMA4","true",,"COL4A2 (FI) LAMA4"
"FI","predicted","-","0.97",,"RANBP2 (FI) RGPD1","true",,"RANBP2 (FI) RGPD1"
"FI","complex; input","-","1.0",,"NUP93 (FI) TPR","true",,"NUP93 (FI) TPR"
"FI","complex","-","1.0",,"MRPL15 (FI) MRPL17","true",,"MRPL15 (FI) MRPL17"
"FI","predicted","-","0.91",,"DDX27 (FI) KRR1","true",,"DDX27 (FI) KRR1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL43 (FI) PTCD3","true",,"MRPL43 (FI) PTCD3"
"FI","complex","-","1.0",,"MRPL15 (FI) MRPL19","true",,"MRPL15 (FI) MRPL19"
"FI","complex; input","-","1.0",,"HNRNPU (FI) PRPF8","true",,"HNRNPU (FI) PRPF8"
"FI","complex","-","1.0",,"AAAS (FI) RANGAP1","true",,"AAAS (FI) RANGAP1"
"FI","complex; input","-","1.0",,"RBM17 (FI) RBM42","true",,"RBM17 (FI) RBM42"
"FI","complex; input","-","1.0",,"HNRNPU (FI) PRPF6","true",,"HNRNPU (FI) PRPF6"
"FI","PPrel: activated by; complex; input; reaction","<-","1.0",,"C6 (FI) C8A","true",,"C6 (FI) C8A"
"FI","PPrel: activated by; complex; input; reaction","<-","1.0",,"C6 (FI) C8B","true",,"C6 (FI) C8B"
"FI","complex; input","-","1.0",,"HNRNPU (FI) PRPF3","true",,"HNRNPU (FI) PRPF3"
"FI","predicted","-","0.89",,"TRIM25 (FI) ZC3HAV1","true",,"TRIM25 (FI) ZC3HAV1"
"FI","catalyzed by; complex; input","<-","1.0",,"SNRPA1 (FI) SRRT","true",,"SNRPA1 (FI) SRRT"
"FI","predicted","-","0.92",,"C1QA (FI) MASP2","true",,"C1QA (FI) MASP2"
"FI","complex","-","1.0",,"EXOSC2 (FI) EXOSC9","true",,"EXOSC2 (FI) EXOSC9"
"FI","PPrel: activated by; complex; input; reaction","<-","1.0",,"C6 (FI) C8G","true",,"C6 (FI) C8G"
"FI","reaction","-","1.0",,"NFYB (FI) TBL1XR1","true",,"NFYB (FI) TBL1XR1"
"FI","complex","-","1.0",,"COL4A2 (FI) LAMB4","true",,"COL4A2 (FI) LAMB4"
"FI","predicted","-","0.94",,"RBM22 (FI) RBM42","true",,"RBM22 (FI) RBM42"
