8.293333333333333668e-01,8.013333333333333419e-01,8.293333333333333668e-01,8.293333333333333668e-01,6.066666666666666874e-01,6.213333333333332931e-01,3.046666666666666412e-01,4.053333333333333233e-01,3.739999999999999991e-01,2.433333333333333459e-01
8.013333333333333419e-01,8.293333333333333668e-01,3.713333333333333486e-01,3.019999999999999907e-01,1.953333333333333310e-01,8.293333333333333668e-01,1.846666666666666734e-01,1.913333333333333275e-01,1.660000000000000087e-01,4.286666666666666403e-01
8.293333333333333668e-01,3.713333333333333486e-01,8.293333333333333668e-01,5.979999999999999760e-01,2.013333333333333364e-01,2.280000000000000082e-01,1.626666666666666539e-01,2.226666666666666794e-01,2.540000000000000036e-01,2.593333333333333601e-01
8.293333333333333668e-01,3.019999999999999907e-01,5.979999999999999760e-01,8.293333333333333668e-01,1.693333333333333357e-01,2.099999999999999922e-01,2.119999999999999940e-01,2.106666666666666687e-01,1.799999999999999933e-01,2.000000000000000111e-01
6.066666666666666874e-01,1.953333333333333310e-01,2.013333333333333364e-01,1.693333333333333357e-01,8.293333333333333668e-01,2.466666666666666730e-01,8.279999999999999583e-01,8.293333333333333668e-01,8.286666666666666625e-01,7.933333333333333348e-01
6.213333333333332931e-01,8.293333333333333668e-01,2.280000000000000082e-01,2.099999999999999922e-01,2.466666666666666730e-01,8.293333333333333668e-01,2.020000000000000129e-01,2.560000000000000053e-01,1.880000000000000004e-01,2.133333333333333470e-01
3.046666666666666412e-01,1.846666666666666734e-01,1.626666666666666539e-01,2.119999999999999940e-01,8.279999999999999583e-01,2.020000000000000129e-01,8.293333333333333668e-01,2.153333333333333210e-01,2.680000000000000160e-01,2.033333333333333381e-01
4.053333333333333233e-01,1.913333333333333275e-01,2.226666666666666794e-01,2.106666666666666687e-01,8.293333333333333668e-01,2.560000000000000053e-01,2.153333333333333210e-01,8.293333333333333668e-01,6.633333333333333304e-01,2.753333333333333188e-01
3.739999999999999991e-01,1.660000000000000087e-01,2.540000000000000036e-01,1.799999999999999933e-01,8.286666666666666625e-01,1.880000000000000004e-01,2.680000000000000160e-01,6.633333333333333304e-01,8.293333333333333668e-01,2.059999999999999887e-01
2.433333333333333459e-01,4.286666666666666403e-01,2.593333333333333601e-01,2.000000000000000111e-01,7.933333333333333348e-01,2.133333333333333470e-01,2.033333333333333381e-01,2.753333333333333188e-01,2.059999999999999887e-01,8.293333333333333668e-01
8.353333333333333721e-01,8.219999999999999529e-01,8.353333333333333721e-01,8.353333333333333721e-01,7.980000000000000426e-01,2.853333333333333277e-01,6.293333333333333002e-01,2.933333333333333348e-01,1.706666666666666610e-01,3.366666666666666696e-01
8.219999999999999529e-01,8.353333333333333721e-01,6.213333333333332931e-01,4.420000000000000040e-01,3.146666666666666501e-01,8.353333333333333721e-01,2.879999999999999782e-01,1.580000000000000016e-01,3.606666666666666909e-01,2.839999999999999747e-01
8.353333333333333721e-01,6.213333333333332931e-01,8.353333333333333721e-01,3.213333333333333597e-01,4.253333333333333410e-01,2.593333333333333601e-01,3.340000000000000191e-01,2.419999999999999929e-01,2.340000000000000135e-01,2.586666666666666559e-01
8.353333333333333721e-01,4.420000000000000040e-01,3.213333333333333597e-01,8.353333333333333721e-01,2.046666666666666634e-01,2.393333333333333424e-01,2.126666666666666705e-01,1.766666666666666663e-01,1.859999999999999987e-01,2.473333333333333217e-01
7.980000000000000426e-01,3.146666666666666501e-01,4.253333333333333410e-01,2.046666666666666634e-01,8.353333333333333721e-01,3.980000000000000204e-01,8.333333333333333703e-01,8.299999999999999600e-01,8.353333333333333721e-01,8.333333333333333703e-01
2.853333333333333277e-01,8.353333333333333721e-01,2.593333333333333601e-01,2.393333333333333424e-01,3.980000000000000204e-01,8.353333333333333721e-01,3.213333333333333597e-01,2.573333333333333584e-01,2.760000000000000231e-01,1.666666666666666574e-01
6.293333333333333002e-01,2.879999999999999782e-01,3.340000000000000191e-01,2.126666666666666705e-01,8.333333333333333703e-01,3.213333333333333597e-01,8.353333333333333721e-01,3.966666666666666674e-01,2.466666666666666730e-01,3.686666666666666425e-01
2.933333333333333348e-01,1.580000000000000016e-01,2.419999999999999929e-01,1.766666666666666663e-01,8.299999999999999600e-01,2.573333333333333584e-01,3.966666666666666674e-01,8.353333333333333721e-01,2.573333333333333584e-01,2.653333333333333099e-01
1.706666666666666610e-01,3.606666666666666909e-01,2.340000000000000135e-01,1.859999999999999987e-01,8.353333333333333721e-01,2.760000000000000231e-01,2.466666666666666730e-01,2.573333333333333584e-01,8.353333333333333721e-01,1.839999999999999969e-01
3.366666666666666696e-01,2.839999999999999747e-01,2.586666666666666559e-01,2.473333333333333217e-01,8.333333333333333703e-01,1.666666666666666574e-01,3.686666666666666425e-01,2.653333333333333099e-01,1.839999999999999969e-01,8.353333333333333721e-01
8.586666666666666892e-01,8.373333333333333739e-01,8.586666666666666892e-01,8.586666666666666892e-01,6.273333333333332984e-01,2.213333333333333264e-01,4.520000000000000129e-01,2.393333333333333424e-01,2.133333333333333470e-01,2.746666666666666701e-01
8.373333333333333739e-01,8.586666666666666892e-01,2.119999999999999940e-01,3.699999999999999956e-01,2.753333333333333188e-01,8.586666666666666892e-01,4.006666666666666710e-01,2.039999999999999869e-01,5.333333333333333259e-01,2.586666666666666559e-01
8.586666666666666892e-01,2.119999999999999940e-01,8.586666666666666892e-01,2.280000000000000082e-01,2.919999999999999818e-01,4.166666666666666852e-01,2.086666666666666670e-01,2.493333333333333235e-01,2.213333333333333264e-01,2.780000000000000249e-01
8.586666666666666892e-01,3.699999999999999956e-01,2.280000000000000082e-01,8.586666666666666892e-01,3.220000000000000084e-01,2.379999999999999893e-01,2.026666666666666616e-01,2.379999999999999893e-01,1.993333333333333346e-01,2.673333333333333117e-01
6.273333333333332984e-01,2.753333333333333188e-01,2.919999999999999818e-01,3.220000000000000084e-01,8.586666666666666892e-01,1.666666666666666574e-01,8.526666666666666838e-01,8.586666666666666892e-01,8.359999999999999654e-01,8.586666666666666892e-01
