8.913333333333333108e-01,8.893333333333333091e-01,8.913333333333333108e-01,8.913333333333333108e-01,8.860000000000000098e-01,3.573333333333333361e-01,5.240000000000000213e-01,3.479999999999999760e-01,3.253333333333333077e-01,5.166666666666667185e-01
8.893333333333333091e-01,8.913333333333333108e-01,3.393333333333333202e-01,3.619999999999999885e-01,6.593333333333333268e-01,8.913333333333333108e-01,3.026666666666666394e-01,3.393333333333333202e-01,3.093333333333333490e-01,3.846666666666666567e-01
8.913333333333333108e-01,3.393333333333333202e-01,8.913333333333333108e-01,2.706666666666666665e-01,6.373333333333333073e-01,3.726666666666666461e-01,3.160000000000000031e-01,5.260000000000000231e-01,4.906666666666666399e-01,5.320000000000000284e-01
8.913333333333333108e-01,3.619999999999999885e-01,2.706666666666666665e-01,8.913333333333333108e-01,4.126666666666666816e-01,7.580000000000000071e-01,3.553333333333333344e-01,3.726666666666666461e-01,3.013333333333333419e-01,3.800000000000000044e-01
8.860000000000000098e-01,6.593333333333333268e-01,6.373333333333333073e-01,4.126666666666666816e-01,8.913333333333333108e-01,4.273333333333333428e-01,8.593333333333332824e-01,8.913333333333333108e-01,8.293333333333333668e-01,8.913333333333333108e-01
3.573333333333333361e-01,8.913333333333333108e-01,3.726666666666666461e-01,7.580000000000000071e-01,4.273333333333333428e-01,8.913333333333333108e-01,3.719999999999999973e-01,5.126666666666667149e-01,3.573333333333333361e-01,4.826666666666666883e-01
5.240000000000000213e-01,3.026666666666666394e-01,3.160000000000000031e-01,3.553333333333333344e-01,8.593333333333332824e-01,3.719999999999999973e-01,8.913333333333333108e-01,3.333333333333333148e-01,4.633333333333333193e-01,4.146666666666666834e-01
3.479999999999999760e-01,3.393333333333333202e-01,5.260000000000000231e-01,3.726666666666666461e-01,8.913333333333333108e-01,5.126666666666667149e-01,3.333333333333333148e-01,8.913333333333333108e-01,5.473333333333333384e-01,3.526666666666666838e-01
3.253333333333333077e-01,3.093333333333333490e-01,4.906666666666666399e-01,3.013333333333333419e-01,8.293333333333333668e-01,3.573333333333333361e-01,4.633333333333333193e-01,5.473333333333333384e-01,8.913333333333333108e-01,8.553333333333332789e-01
5.166666666666667185e-01,3.846666666666666567e-01,5.320000000000000284e-01,3.800000000000000044e-01,8.913333333333333108e-01,4.826666666666666883e-01,4.146666666666666834e-01,3.526666666666666838e-01,8.553333333333332789e-01,8.913333333333333108e-01
8.773333333333332984e-01,8.733333333333332948e-01,8.773333333333332984e-01,8.773333333333332984e-01,5.293333333333333224e-01,3.579999999999999849e-01,3.113333333333333508e-01,3.953333333333333144e-01,5.673333333333333561e-01,3.240000000000000102e-01
8.733333333333332948e-01,8.773333333333332984e-01,3.746666666666666479e-01,4.239999999999999880e-01,5.706666666666666554e-01,8.773333333333332984e-01,8.086666666666666448e-01,4.099999999999999756e-01,4.299999999999999933e-01,3.766666666666666496e-01
8.773333333333332984e-01,3.746666666666666479e-01,8.773333333333332984e-01,5.573333333333333472e-01,4.086666666666666781e-01,3.413333333333333219e-01,2.986666666666666914e-01,6.179999999999999938e-01,3.780000000000000027e-01,4.353333333333333499e-01
8.773333333333332984e-01,4.239999999999999880e-01,5.573333333333333472e-01,8.773333333333332984e-01,3.300000000000000155e-01,2.633333333333333082e-01,3.240000000000000102e-01,5.060000000000000053e-01,3.173333333333333561e-01,3.760000000000000009e-01
5.293333333333333224e-01,5.706666666666666554e-01,4.086666666666666781e-01,3.300000000000000155e-01,8.773333333333332984e-01,4.079999999999999738e-01,8.773333333333332984e-01,8.773333333333332984e-01,8.739999999999999991e-01,8.773333333333332984e-01
3.579999999999999849e-01,8.773333333333332984e-01,3.413333333333333219e-01,2.633333333333333082e-01,4.079999999999999738e-01,8.773333333333332984e-01,8.353333333333333721e-01,3.593333333333333379e-01,3.726666666666666461e-01,4.939999999999999947e-01
3.113333333333333508e-01,8.086666666666666448e-01,2.986666666666666914e-01,3.240000000000000102e-01,8.773333333333332984e-01,8.353333333333333721e-01,8.773333333333332984e-01,2.806666666666666754e-01,2.953333333333333366e-01,3.166666666666666519e-01
3.953333333333333144e-01,4.099999999999999756e-01,6.179999999999999938e-01,5.060000000000000053e-01,8.773333333333332984e-01,3.593333333333333379e-01,2.806666666666666754e-01,8.773333333333332984e-01,2.993333333333333401e-01,5.413333333333333330e-01
5.673333333333333561e-01,4.299999999999999933e-01,3.780000000000000027e-01,3.173333333333333561e-01,8.739999999999999991e-01,3.726666666666666461e-01,2.953333333333333366e-01,2.993333333333333401e-01,8.773333333333332984e-01,4.146666666666666834e-01
3.240000000000000102e-01,3.766666666666666496e-01,4.353333333333333499e-01,3.760000000000000009e-01,8.773333333333332984e-01,4.939999999999999947e-01,3.166666666666666519e-01,5.413333333333333330e-01,4.146666666666666834e-01,8.773333333333332984e-01
8.780000000000000027e-01,8.780000000000000027e-01,8.780000000000000027e-01,8.780000000000000027e-01,8.613333333333332842e-01,3.453333333333333255e-01,4.106666666666666798e-01,3.953333333333333144e-01,3.499999999999999778e-01,3.786666666666666514e-01
8.780000000000000027e-01,8.780000000000000027e-01,7.126666666666666705e-01,4.646666666666666723e-01,5.480000000000000426e-01,8.780000000000000027e-01,3.206666666666666554e-01,3.966666666666666674e-01,3.639999999999999902e-01,3.486666666666666803e-01
8.780000000000000027e-01,7.126666666666666705e-01,8.780000000000000027e-01,4.526666666666666616e-01,3.546666666666666856e-01,4.066666666666666763e-01,3.900000000000000133e-01,3.126666666666666483e-01,3.019999999999999907e-01,3.653333333333333433e-01
8.780000000000000027e-01,4.646666666666666723e-01,4.526666666666666616e-01,8.780000000000000027e-01,3.699999999999999956e-01,3.126666666666666483e-01,3.066666666666666430e-01,4.826666666666666883e-01,3.699999999999999956e-01,3.346666666666666679e-01
8.613333333333332842e-01,5.480000000000000426e-01,3.546666666666666856e-01,3.699999999999999956e-01,8.780000000000000027e-01,3.306666666666666643e-01,8.780000000000000027e-01,8.780000000000000027e-01,8.780000000000000027e-01,8.780000000000000027e-01
3.453333333333333255e-01,8.780000000000000027e-01,4.066666666666666763e-01,3.126666666666666483e-01,3.306666666666666643e-01,8.780000000000000027e-01,4.853333333333333388e-01,3.706666666666666443e-01,3.773333333333333539e-01,3.679999999999999938e-01
