"EDGE_TYPE","FI Annotation","FI Direction","FI Score","interaction","name","selected","shared interaction","shared name"
"FI","predicted","-","0.99","","CENPF (FI) KIF14","true","","CENPF (FI) KIF14"
"FI","predicted","-","0.98","","CENPF (FI) KIF15","true","","CENPF (FI) KIF15"
"FI","predicted","-","0.98","","CENPF (FI) KIF11","true","","CENPF (FI) KIF11"
"FI","predicted","-","0.95","","CENPF (FI) NCAPG","true","","CENPF (FI) NCAPG"
"FI","predicted","-","0.97","","CENPF (FI) KIF20B","true","","CENPF (FI) KIF20B"
"FI","complex; input","-","1.0","","CENPF (FI) PDS5A","true","","CENPF (FI) PDS5A"
"FI","complex; input","-","1.0","","CENPF (FI) CENPK","true","","CENPF (FI) CENPK"
"FI","complex; input","-","1.0","","CENPF (FI) NUF2","true","","CENPF (FI) NUF2"
"FI","predicted","-","0.97","","CENPF (FI) DEPDC1","true","","CENPF (FI) DEPDC1"
"FI","predicted","-","0.97","","CENPF (FI) SPAG5","true","","CENPF (FI) SPAG5"
"FI","predicted","-","0.92","","CENPF (FI) RBL1","true","","CENPF (FI) RBL1"
"FI","predicted","-","0.98","","CENPF (FI) POLQ","true","","CENPF (FI) POLQ"
"FI","predicted","-","0.96","","CENPF (FI) TOP2A","true","","CENPF (FI) TOP2A"
"FI","complex; input","-","1.0","","CENPF (FI) DSN1","true","","CENPF (FI) DSN1"
"FI","predicted","-","0.89","","CENPF (FI) MKI67","true","","CENPF (FI) MKI67"
"FI","predicted","-","0.89","","DEPDC1 (FI) SPAG5","true","","DEPDC1 (FI) SPAG5"
"FI","predicted","-","0.89","","DEPDC1 (FI) HMMR","true","","DEPDC1 (FI) HMMR"
"FI","predicted","-","0.94","","DEPDC1 (FI) NEIL3","true","","DEPDC1 (FI) NEIL3"
"FI","predicted","-","0.93","","DEPDC1 (FI) KIF14","true","","DEPDC1 (FI) KIF14"
"FI","predicted","-","0.9","","DEPDC1 (FI) KIF15","true","","DEPDC1 (FI) KIF15"
"FI","predicted","-","0.93","","DEPDC1 (FI) KIF11","true","","DEPDC1 (FI) KIF11"
"FI","predicted","-","0.91","","DEPDC1 (FI) NUF2","true","","DEPDC1 (FI) NUF2"
"FI","predicted","-","0.9","","DEPDC1 (FI) NCAPG","true","","DEPDC1 (FI) NCAPG"
"FI","predicted","-","0.9","","DEPDC1 (FI) TOP2A","true","","DEPDC1 (FI) TOP2A"
"FI","predicted","-","0.94","","DEPDC1 (FI) TPX2","true","","DEPDC1 (FI) TPX2"
"FI","predicted","-","0.9","","DEPDC1 (FI) KIF20B","true","","DEPDC1 (FI) KIF20B"
"FI","predicted","-","0.93","","NEIL3 (FI) TPX2","true","","NEIL3 (FI) TPX2"
"FI","predicted","-","0.9","","NEIL3 (FI) TOP2A","true","","NEIL3 (FI) TOP2A"
"FI","predicted","-","0.95","","NEIL3 (FI) POLQ","true","","NEIL3 (FI) POLQ"
"FI","predicted","-","0.91","","CDK1 (FI) GAS2L3","true","","CDK1 (FI) GAS2L3"
"FI","predicted","-","0.97","","CDK1 (FI) SPAG5","true","","CDK1 (FI) SPAG5"
"FI","catalyze","->","1.0","","CDK1 (FI) CENPK","true","","CDK1 (FI) CENPK"
"FI","catalyze","->","1.0","","CDK1 (FI) CENPF","true","","CDK1 (FI) CENPF"
"FI","catalyze","->","1.0","","CDK1 (FI) CENPE","true","","CDK1 (FI) CENPE"
"FI","predicted","-","0.92","","CDK1 (FI) POLQ","true","","CDK1 (FI) POLQ"
"FI","expression regulated by","<-","1.0","","CDK1 (FI) MYB","true","","CDK1 (FI) MYB"
"FI","complex; input","-","1.0","","CDK1 (FI) HMMR","true","","CDK1 (FI) HMMR"
"FI","complex","-","1.0","","CDK1 (FI) CEP250","true","","CDK1 (FI) CEP250"
"FI","catalyze","->","1.0","","CDK1 (FI) NUF2","true","","CDK1 (FI) NUF2"
"FI","complex","-","1.0","","CDK1 (FI) CEP152","true","","CDK1 (FI) CEP152"
"FI","complex","-","1.0","","CDK1 (FI) CEP290","true","","CDK1 (FI) CEP290"
"FI","predicted","-","0.91","","CDK1 (FI) DNA2","true","","CDK1 (FI) DNA2"
"FI","catalyze","->","1.0","","CDK1 (FI) PDS5A","true","","CDK1 (FI) PDS5A"
"FI","catalyze","->","1.0","","CDK1 (FI) NCAPG","true","","CDK1 (FI) NCAPG"
"FI","complex; input","-","1.0","","CDK1 (FI) TPX2","true","","CDK1 (FI) TPX2"
"FI","predicted","-","0.94","","CDK1 (FI) KIF20B","true","","CDK1 (FI) KIF20B"
"FI","catalyze","->","1.0","","CDK1 (FI) DSN1","true","","CDK1 (FI) DSN1"
"FI","complex; input","-","1.0","","CDK1 (FI) MCM8","true","","CDK1 (FI) MCM8"
"FI","predicted","-","0.92","","CDK1 (FI) DBF4","true","","CDK1 (FI) DBF4"
"FI","catalyze","->","1.0","","CDK1 (FI) LBR","true","","CDK1 (FI) LBR"
"FI","catalyze","->","1.0","","CDK1 (FI) KNTC1","true","","CDK1 (FI) KNTC1"
"FI","complex; input","-","1.0","","CDK1 (FI) RAB3IP","true","","CDK1 (FI) RAB3IP"
"FI","complex","-","1.0","","CDK1 (FI) IQCB1","true","","CDK1 (FI) IQCB1"
"FI","predicted","-","0.98","","CDK1 (FI) TOP2A","true","","CDK1 (FI) TOP2A"
"FI","predicted","-","0.99","","CDK1 (FI) KIF11","true","","CDK1 (FI) KIF11"
"FI","predicted","-","0.96","","CDK1 (FI) KIF14","true","","CDK1 (FI) KIF14"
"FI","predicted","-","0.92","","CDK1 (FI) KIF15","true","","CDK1 (FI) KIF15"
"FI","predicted","-","0.91","","CDK1 (FI) NEIL3","true","","CDK1 (FI) NEIL3"
"FI","GErel: expression by; expression regulated by","<-","1.0","","ACOX2 (FI) PPARA","true","","ACOX2 (FI) PPARA"
"FI","reaction","-","1.0","","PPARA (FI) PPARGC1B","true","","PPARA (FI) PPARGC1B"
"FI","predicted","-","0.92","","KIF20B (FI) NCAPG","true","","KIF20B (FI) NCAPG"
"FI","predicted","-","0.92","","KIF20B (FI) RBL1","true","","KIF20B (FI) RBL1"
"FI","predicted","-","0.89","","KIF20B (FI) NUF2","true","","KIF20B (FI) NUF2"
"FI","predicted","-","0.95","","KIF20B (FI) TPX2","true","","KIF20B (FI) TPX2"
"FI","predicted","-","0.97","","KIF20B (FI) MKI67","true","","KIF20B (FI) MKI67"
"FI","predicted","-","0.97","","SPAG5 (FI) TPX2","true","","SPAG5 (FI) TPX2"
"FI","predicted","-","0.94","","SPAG5 (FI) TOP2A","true","","SPAG5 (FI) TOP2A"
"FI","predicted","-","0.92","","SASS6 (FI) SPAG5","true","","SASS6 (FI) SPAG5"
"FI","catalyzed by","<-","1.0","","TP53 (FI) TP53RK","true","","TP53 (FI) TP53RK"
"FI","predicted","-","0.91","","TP53 (FI) TRIM24","true","","TP53 (FI) TRIM24"
"FI","catalyzed by","<-","1.0","","TP53 (FI) TPX2","true","","TP53 (FI) TPX2"
"FI","catalyzed by","<-","1.0","","BRIP1 (FI) GEN1","true","","BRIP1 (FI) GEN1"
"FI","complex; input","-","1.0","","BRIP1 (FI) DNA2","true","","BRIP1 (FI) DNA2"
"FI","catalyze","->","1.0","","BRIP1 (FI) TP53","true","","BRIP1 (FI) TP53"
"FI","complex","-","1.0","","NOP58 (FI) UTP20","true","","NOP58 (FI) UTP20"
"FI","complex","-","1.0","","NOP58 (FI) WDR36","true","","NOP58 (FI) WDR36"
"FI","complex","-","1.0","","CEP290 (FI) IQCB1","true","","CEP290 (FI) IQCB1"
"FI","complex; input","-","1.0","","CEP290 (FI) RAB3IP","true","","CEP290 (FI) RAB3IP"
"FI","complex; input","-","1.0","","CEP290 (FI) TPX2","true","","CEP290 (FI) TPX2"
"FI","complex; input","-","1.0","","CEP290 (FI) HMMR","true","","CEP290 (FI) HMMR"
"FI","predicted","-","0.91","","CEP290 (FI) SSX2IP","true","","CEP290 (FI) SSX2IP"
"FI","expression regulated by","<-","1.0","","AGT (FI) HNF4A","true","","AGT (FI) HNF4A"
"FI","activated by","<-","1.0","","AGT (FI) PPARA","true","","AGT (FI) PPARA"
"FI","complex; input","-","1.0","","ACE2 (FI) GPC4","true","","ACE2 (FI) GPC4"
"FI","catalyze","->","1.0","","ACE2 (FI) AGT","true","","ACE2 (FI) AGT"
"FI","predicted","-","0.96","","SRPK1 (FI) TOP1","true","","SRPK1 (FI) TOP1"
"FI","complex","-","1.0","","AURKA (FI) CEP152","true","","AURKA (FI) CEP152"
"FI","complex","-","1.0","","AURKA (FI) CEP250","true","","AURKA (FI) CEP250"
"FI","complex; input","-","1.0","","AURKA (FI) TPX2","true","","AURKA (FI) TPX2"
"FI","predicted","-","0.94","","AURKA (FI) CDC25A","true","","AURKA (FI) CDC25A"
"FI","activate; catalyze","->","1.0","","AURKA (FI) TP53","true","","AURKA (FI) TP53"
"FI","predicted","-","0.97","","AURKA (FI) CENPE","true","","AURKA (FI) CENPE"
"FI","predicted","-","0.95","","AURKA (FI) CENPF","true","","AURKA (FI) CENPF"
"FI","predicted","-","0.98","","AURKA (FI) NUF2","true","","AURKA (FI) NUF2"
"FI","predicted","-","0.99","","AURKA (FI) NCAPG","true","","AURKA (FI) NCAPG"
"FI","complex","-","1.0","","AURKA (FI) CDK1","true","","AURKA (FI) CDK1"
"FI","complex; input","-","1.0","","AURKA (FI) HMMR","true","","AURKA (FI) HMMR"
"FI","predicted","-","0.9","","AURKA (FI) CDC7","true","","AURKA (FI) CDC7"
"FI","predicted","-","0.97","","AURKA (FI) SPAG5","true","","AURKA (FI) SPAG5"
"FI","complex; input","-","1.0","","AURKA (FI) BRCA1","true","","AURKA (FI) BRCA1"
"FI","predicted","-","0.94","","AURKA (FI) KIF14","true","","AURKA (FI) KIF14"
"FI","predicted","-","0.96","","AURKA (FI) KIF15","true","","AURKA (FI) KIF15"
"FI","predicted","-","0.98","","AURKA (FI) KIF11","true","","AURKA (FI) KIF11"
"FI","predicted","-","0.89","","AURKA (FI) TOP2A","true","","AURKA (FI) TOP2A"
"FI","predicted","-","0.9","","AURKA (FI) DSN1","true","","AURKA (FI) DSN1"
"FI","predicted","-","0.91","","AURKA (FI) KIF20B","true","","AURKA (FI) KIF20B"
"FI","predicted","-","0.92","","AURKA (FI) DEPDC1","true","","AURKA (FI) DEPDC1"
"FI","complex","-","1.0","","AURKA (FI) CEP290","true","","AURKA (FI) CEP290"
"FI","predicted","-","0.91","","AURKA (FI) SRPK1","true","","AURKA (FI) SRPK1"
