shared name
ATAD2 (FI) NCOA3
CXCR1 (FI) SHC1
CXCR1 (FI) HCK
CXCR1 (FI) SOS2
CXCR1 (FI) SOS1
CXCR1 (FI) GPSM3
CXCR1 (FI) GPSM1
CXCR1 (FI) TCF12
CXCR1 (FI) PF4
CXCR1 (FI) GNAI2
CXCR1 (FI) GNAI1
CXCR1 (FI) GNAT3
CXCR1 (FI) PPBP
CXCR1 (FI) GNA14
CXCR1 (FI) GNA13
CXCR1 (FI) GNA15
CXCR1 (FI) GNAI3
CXCR1 (FI) IRS1
CXCR1 (FI) IRS2
CXCR1 (FI) PIK3CB
CXCR1 (FI) GNA12
CXCR1 (FI) JAK3
CXCR1 (FI) JAK2
CXCR1 (FI) IL15
CXCR1 (FI) IL21
CXCR1 (FI) PLCB3
CXCR1 (FI) PLCB4
CXCR1 (FI) IL12RB2
CXCR1 (FI) IL12RB1
CXCR1 (FI) GNAS
CXCR1 (FI) GNG2
CXCR1 (FI) PLCB1
CXCR1 (FI) PLCB2
CXCR1 (FI) GRK5
CXCR1 (FI) RAB5A
CXCR1 (FI) GNB1
CXCR1 (FI) GNAQ
CXCR1 (FI) GRK1
CXCR1 (FI) GRK6
CXCR1 (FI) GRK7
CXCR1 (FI) GRK4
CXCR1 (FI) CXCR2
CXCR1 (FI) F2
CXCR1 (FI) XCL2
CXCR1 (FI) XCL1
CXCR1 (FI) IL6ST
CXCR1 (FI) IL2RB
CXCR1 (FI) PF4V1
CXCR1 (FI) DNM1
SARNP (FI) U2AF1L4
SARNP (FI) U2AF1
SARNP (FI) U2AF2
SARNP (FI) SLU7
SARNP (FI) SEH1L
SARNP (FI) WDR33
SARNP (FI) SYMPK
SARNP (FI) UPF3B
SARNP (FI) THOC7
SARNP (FI) ZC3H11A
SARNP (FI) TPR
SARNP (FI) SEC13
SARNP (FI) THOC2
SARNP (FI) THOC5
SARNP (FI) THOC6
SARNP (FI) THOC3
CRYAB (FI) SOD1
CRYAB (FI) EIF4EBP2
SARNP (FI) SRRM1
SARNP (FI) THOC1
CRYAB (FI) HSPB1
CRYAB (FI) FOXO3
CRYAB (FI) LBH
CRYAB (FI) CTBP2
CCND1 (FI) UBC
CCND1 (FI) UBB
CRYAB (FI) EP300
CRYAB (FI) VEGFA
CCND1 (FI) SP1
CCND1 (FI) MAX
CCND1 (FI) MYC
CCND1 (FI) MYB
CCND1 (FI) RB1
CCND1 (FI) SP4
CCND1 (FI) SP3
CCND1 (FI) SP2
CCND1 (FI) CREB3L3
CCND1 (FI) JUP
CCND1 (FI) JUN
CCND1 (FI) FOS
CCND1 (FI) SMAD1
CCND1 (FI) CREB3L2
CCND1 (FI) CREB3L1
CCND1 (FI) CREB3L4
CCND1 (FI) RBL1
CCND1 (FI) RBPJ
CCND1 (FI) RELA
CCND1 (FI) SMAD4
CCND1 (FI) PRMT5
CCND1 (FI) RALA
CCND1 (FI) MAPK12
CCND1 (FI) RBL2
CCND1 (FI) CDKN2A
CCND1 (FI) NFKB1
CCND1 (FI) NFKB2
CCND1 (FI) RXRA
CCND1 (FI) CDKN1B
CCND1 (FI) CDKN2D
CCND1 (FI) CDKN2B
CCND1 (FI) CDKN2C
CCND1 (FI) PTK6
CCND1 (FI) PCNA
CCND1 (FI) CDKN1C
CCND1 (FI) CDKN1A
CCND1 (FI) RUNX2
CCND1 (FI) RUNX3
CCND1 (FI) UBA52
CCND1 (FI) PPARA
CCND1 (FI) MAPK1
CCND1 (FI) MAPK3
CCND1 (FI) MAPK7
CCND1 (FI) SYMPK
CCND1 (FI) MAML2
CCND1 (FI) MAML1
CCND1 (FI) MAML3
CCND1 (FI) POU2F1
CCND1 (FI) ERBB2
CCND1 (FI) WDR77
CCND1 (FI) ELAVL1
CCND1 (FI) RAD21
CCND1 (FI) NCOA1
CCND1 (FI) NCOA3
CCND1 (FI) SMARCAL1
CCND1 (FI) KRAS
CCND1 (FI) PHF14
CCND1 (FI) RPS27A
CCND1 (FI) HLTF
CCND1 (FI) LEF1
CCND1 (FI) HEY2
CCND1 (FI) HEYL
CCND1 (FI) HES1
CCND1 (FI) HES5
CCND1 (FI) EP300
CCND1 (FI) NR1H3
CCND1 (FI) HDGF
CCND1 (FI) HEY1
CCND1 (FI) NOTCH3
CCND1 (FI) JAG1
CCND1 (FI) MNAT1
CCND1 (FI) EP400
CCND1 (FI) TEAD2
CCND1 (FI) TEAD3
CCND1 (FI) NANOG
CCND1 (FI) NOTCH1
CCND1 (FI) FLI1
CCND1 (FI) CDC25A
CCND1 (FI) TEAD1
CCND1 (FI) TEAD4
CCND1 (FI) STAT3
CCND1 (FI) STAT6
CCND1 (FI) TFDP2
CCND1 (FI) TFDP1
CCND1 (FI) HIF1A
CCND1 (FI) STAT1
CCND1 (FI) STAT4
CCND1 (FI) STAT2
CCND1 (FI) PSMD12
CCND1 (FI) SUV39H1
CCND1 (FI) PYGO1
CCND1 (FI) PYGO2
CCND1 (FI) PSMD10
CCND1 (FI) PSMD13
CCND1 (FI) PSMD14
CCND1 (FI) PSMD11
CCND1 (FI) YAP1
CCND1 (FI) GLI1
CCND1 (FI) GLI2
CCND1 (FI) GLI3
CCND1 (FI) PSMB10
CCND1 (FI) PSMB11
CCND1 (FI) HELLS
CCND1 (FI) USF1
CCND1 (FI) E2F5
CCND1 (FI) CTNNB1
CCND1 (FI) CREM
CCND1 (FI) CTCF
CCND1 (FI) E2F2
CCND1 (FI) E2F1
CCND1 (FI) E2F4
CCND1 (FI) E2F3
CCND1 (FI) SMARCA4
CCND1 (FI) SMARCA5
CCND1 (FI) SMARCB1
CCND1 (FI) GSK3B
CCND1 (FI) SMARCD3
CCND1 (FI) SMARCD2
CCND1 (FI) SMARCA2
CCND1 (FI) SMARCA1
CCND1 (FI) SMARCE1
CCND1 (FI) SMARCC2
CCND1 (FI) SMARCC1
CCND1 (FI) SMARCD1
CCND1 (FI) ESR2
CCND1 (FI) CREBBP
CCND1 (FI) STAT5B
CCND1 (FI) STAT5A
CCND1 (FI) FOXO4
CCND1 (FI) SRCAP
CCND1 (FI) ETS1
CCND1 (FI) ESR1
CCND1 (FI) ELK1
CCND1 (FI) FOXM1
CCND1 (FI) FOXO1
CCND1 (FI) FOXO3
CCND1 (FI) CCND3
CCND1 (FI) CCND2
CCND1 (FI) EGR1
CCND1 (FI) KAT2B
CCND1 (FI) PSMA4
CCND1 (FI) PPP1CC
CCND1 (FI) CCNE2
CCND1 (FI) CCNE1
CCND1 (FI) PSMA8
CCND1 (FI) PSMA1
CCND1 (FI) PSMA2
CCND1 (FI) PSMA3
CCND1 (FI) PSMD7
CCND1 (FI) PSMA5
CCND1 (FI) PSMA6
CCND1 (FI) PSMA7
CCND1 (FI) PSMD3
CCND1 (FI) PSMD4
CCND1 (FI) PSMD5
CCND1 (FI) PSMD6
CCND1 (FI) PSMD8
CCND1 (FI) PSMD9
CCND1 (FI) PSMD1
CCND1 (FI) PSMD2
CCND1 (FI) PSME1
CCND1 (FI) PSME2
CCND1 (FI) PSME3
CCND1 (FI) PSME4
CCND1 (FI) PSMB2
CCND1 (FI) PSMB3
CCND1 (FI) PSMB4
CCND1 (FI) PSMB5
CCND1 (FI) PSMB7
CCND1 (FI) PSMB8
CCND1 (FI) PSMB9
CCND1 (FI) PSMB1
CCND1 (FI) PSMC4
CCND1 (FI) PSMC5
CCND1 (FI) PSMC6
CCND1 (FI) PSMB6
CCND1 (FI) PSMF1
CCND1 (FI) PSMC1
CCND1 (FI) PSMC2
CCND1 (FI) PSMC3
CCND1 (FI) TP53
CCND1 (FI) SNW1
CCND1 (FI) TCF7L1
CCND1 (FI) TCF7L2
CCND1 (FI) CREB1
CCND1 (FI) CREB3
CCND1 (FI) CREB5
CCND1 (FI) THRB
CCND1 (FI) HDAC1
CCND1 (FI) HDAC3
CCND1 (FI) HDAC4
CCND1 (FI) TCF7
CCND1 (FI) CDK5
CCND1 (FI) CDK6
CCND1 (FI) CDK7
CCND1 (FI) TAF7
CCND1 (FI) CDK1
CCND1 (FI) CDK2
CCND1 (FI) CDK3
CCND1 (FI) CDK4
KCNG4 (FI) KCNV1
KCNG4 (FI) KCNS3
CCND1 (FI) CRYAB
CCND1 (FI) CCNH
KCNG3 (FI) KCNG4
KCNG3 (FI) KCNQ2
KCNG3 (FI) KCNQ4
KCNG3 (FI) KCNS1
TCTN3 (FI) TMEM216
TCTN3 (FI) TUBG1
TCTN3 (FI) TUBA1A
TCTN3 (FI) TUBA4A
TCTN3 (FI) TUBB
TCTN3 (FI) TTBK2
TCTN3 (FI) YWHAG
TCTN3 (FI) YWHAE
TMED3 (FI) USO1
TMED3 (FI) YKT6
TMED3 (FI) ZW10
TCTN3 (FI) TMEM67
TMED3 (FI) TMED5
TMED3 (FI) TMED9
TMED3 (FI) TMEM115
TMED3 (FI) USE1
TCTN2 (FI) TUBA1A
TCTN2 (FI) TUBA4A
TCTN2 (FI) TMEM67
TMED3 (FI) TMED4
TCTN2 (FI) TCTN3
TCTN2 (FI) YWHAG
TCTN2 (FI) YWHAE
TCTN2 (FI) TTBK2
TCTN2 (FI) TMEM216
TCTN2 (FI) TMEM231
TCTN2 (FI) TUBB
TCTN2 (FI) TUBG1
TMED2 (FI) TRAPPC3
TMED2 (FI) TRAPPC5
TMED2 (FI) TRAPPC1
TMED2 (FI) YIPF5
TMED2 (FI) ZW10
TMED2 (FI) TMEM115
TMED2 (FI) TRAPPC9
TMED2 (FI) TRAPPC4
TMED2 (FI) TMED7
TMED2 (FI) TMED5
TMED2 (FI) TMED3
TMED2 (FI) TMED4
TMED2 (FI) TRAPPC6A
TMED2 (FI) TRAPPC2L
TMED2 (FI) YKT6
TMED2 (FI) TMED9
TMED2 (FI) USE1
TMED2 (FI) VAPA
TMED2 (FI) TRAPPC10
TMED2 (FI) TRAPPC6B
BET1L (FI) KDELR1
BET1L (FI) RAB1B
BET1L (FI) TMEM115
TMED2 (FI) USO1
BET1L (FI) SPTBN5
BET1L (FI) SPTBN4
BET1L (FI) SPTBN1
BET1L (FI) SPTAN1
BET1L (FI) CUX1
BET1L (FI) FOLR1
BET1L (FI) YKT6
BET1L (FI) SPTBN2
BET1L (FI) STX5
BET1L (FI) RAB33B
BET1L (FI) SPTA1
BET1L (FI) USO1
BET1L (FI) COG6
BET1L (FI) CD59
BET1L (FI) CD55
BET1L (FI) SPTB
BET1L (FI) COG3
BET1L (FI) COG2
BET1L (FI) COG8
BET1L (FI) COG7
BET1L (FI) COPE
BET1L (FI) COG1
BET1L (FI) COG5
BET1L (FI) COG4
BET1L (FI) SEC22B
BET1L (FI) GOSR2
BET1L (FI) GOSR1
BET1L (FI) COPA
BET1L (FI) COPB2
BET1L (FI) COPZ1
BET1L (FI) COPZ2
BET1L (FI) COPG2
BET1L (FI) TMED10
BET1L (FI) INS
BET1L (FI) NSF
BET1L (FI) COPB1
BET1L (FI) GOLGB1
BET1L (FI) GOLGA2
BET1L (FI) GOLGA5
BET1L (FI) GORASP1
BET1L (FI) TMED7
BET1L (FI) TMED9
BET1L (FI) NAPA
BET1L (FI) GOLIM4
TCTN1 (FI) TCTN3
TCTN1 (FI) TCTN2
BET1L (FI) TMED2
BET1L (FI) TMED3
TCTN1 (FI) YWHAG
TCTN1 (FI) YWHAE
TCTN1 (FI) TTBK2
TCTN1 (FI) TUBG1
TCTN1 (FI) TUBA4A
TCTN1 (FI) TUBA1A
TCTN1 (FI) TMEM67
TCTN1 (FI) TUBB
SSNA1 (FI) YWHAG
SSNA1 (FI) YWHAE
TCTN1 (FI) TMEM231
TCTN1 (FI) TMEM216
SSNA1 (FI) TUBGCP2
SSNA1 (FI) TUBGCP3
SSNA1 (FI) TUBGCP6
SSNA1 (FI) TTBK2
SSNA1 (FI) TUBA1A
SSNA1 (FI) TMEM67
SSNA1 (FI) TUBGCP4
SSNA1 (FI) TUBGCP5
SSNA1 (FI) TMEM216
SSNA1 (FI) TUBB
SSNA1 (FI) TPX2
SSNA1 (FI) TUBA4A
SSNA1 (FI) TCTN3
SSNA1 (FI) TUBG1
SSNA1 (FI) TUBG2
SSNA1 (FI) TRAF3IP1
CER1 (FI) NODAL
CER1 (FI) TDGF1
SSNA1 (FI) TCTN1
SSNA1 (FI) TCTN2
CER1 (FI) WNT8B
CER1 (FI) WNT7A
CER1 (FI) WNT9B
CER1 (FI) WNT9A
CER1 (FI) WNT5B
CER1 (FI) WNT5A
CER1 (FI) WNT7B
CER1 (FI) WNT8A
CER1 (FI) WNT11
CER1 (FI) WNT16
CER1 (FI) WNT3A
CER1 (FI) WNT2B
CER1 (FI) WNT1
CER1 (FI) WNT2
CER1 (FI) WNT6
CER1 (FI) GDF1
CER1 (FI) RGMB
CER1 (FI) RGMA
CER1 (FI) WNT3
CER1 (FI) WNT4
CER1 (FI) LEFTY2
CER1 (FI) SFRP4
CER1 (FI) WNT10B
CER1 (FI) WNT10A
ACVR2A (FI) RAC3
ACVR2A (FI) RAC2
ACVR2A (FI) RAC1
CER1 (FI) LEFTY1
ACVR2A (FI) BMP15
ACVR2A (FI) BMP10
ACVR2A (FI) TGFBR3
ACVR2A (FI) TGFBR1
ACVR2A (FI) ZFYVE16
ACVR2A (FI) BMPR2
ACVR2A (FI) BMP8B
ACVR2A (FI) BMP8A
ACVR2A (FI) SMAD1
ACVR2A (FI) SMAD2
ACVR2A (FI) SMAD9
ACVR2A (FI) ENG
ACVR2A (FI) SMAD7
ACVR2A (FI) SMAD5
ACVR2A (FI) SMAD6
ACVR2A (FI) SMAD3
ACVR2A (FI) LEFTY2
ACVR2A (FI) LEFTY1
ACVR2A (FI) SMURF1
ACVR2A (FI) SMURF2
ACVR2A (FI) INHA
ACVR2A (FI) NCF2
ACVR2A (FI) NCF1
ACVR2A (FI) NOX1
ACVR2A (FI) GDF9
ACVR2A (FI) GDF3
ACVR2A (FI) GDF1
ACVR2A (FI) GDF2
ACVR2A (FI) ACVR2B
ACVR2A (FI) GDF7
ACVR2A (FI) GDF5
ACVR2A (FI) GDF6
ACVR2A (FI) INHBB
ACVR2A (FI) INHBE
ACVR2A (FI) INHBC
ACVR2A (FI) ACVRL1
ACVR2A (FI) BMPR1A
ACVR2A (FI) BMPR1B
ACVR2A (FI) FKBP1A
ACVR2A (FI) INHBA
ACVR2A (FI) BMP6
ACVR2A (FI) BMP7
ACVR2A (FI) GDF11
ACVR2A (FI) GDF10
ACVR2A (FI) NODAL
ACVR2A (FI) BMP2
ACVR2A (FI) BMP4
ACVR2A (FI) BMP5
HPN (FI) MYC
ACVR2A (FI) CER1
ACVR2A (FI) TDGF1
ACVR2A (FI) CYBA
HPN (FI) KLK5
HPN (FI) KLK7
HPN (FI) MST1
HPN (FI) YY1
SMARCE1 (FI) TCF12
HPN (FI) SPINT1
HPN (FI) SPINT2
HPN (FI) KLK11
SMARCE1 (FI) TOP2B
SMARCE1 (FI) TRIM28
SMARCE1 (FI) TRIM33
SMARCE1 (FI) SUPT16H
SMARCE1 (FI) SOX2
SMARCE1 (FI) SS18
SMARCE1 (FI) TSC2
SMARCE1 (FI) SP1
SMARCE1 (FI) TCF7L2
SMARCE1 (FI) TCF7L1
SMARCE1 (FI) TP53BP1
SMARCE1 (FI) ZNF14
TUBG2 (FI) TUBGCP6
TUBG2 (FI) YWHAG
TUBG2 (FI) YWHAE
SMARCE1 (FI) ZMIZ2
TUBG2 (FI) TUBGCP3
TUBG2 (FI) TUBGCP2
TUBG2 (FI) TUBGCP5
TUBG2 (FI) TUBGCP4
TUBG1 (FI) TUBGCP5
TUBG1 (FI) TUBGCP2
TUBG1 (FI) TUBGCP4
TUBG1 (FI) TUBGCP3
TUBG1 (FI) YWHAE
TUBG1 (FI) YWHAG
TUBG1 (FI) TUBG2
TUBG1 (FI) TUBGCP6
LSM3 (FI) SMU1
LSM3 (FI) PATL2
LSM3 (FI) PATL1
LSM3 (FI) SNIP1
LSM3 (FI) SNRPG
LSM3 (FI) SNRPF
LSM3 (FI) SNRPE
LSM3 (FI) SNRPN
LSM3 (FI) SRRT
LSM3 (FI) SNRPC
LSM3 (FI) SNRPB
LSM3 (FI) SNRPA
LSM3 (FI) SNRNP200
LSM3 (FI) U2AF1L4
LSM3 (FI) U2AF2
LSM3 (FI) U2AF1
LSM3 (FI) PRPF4
LSM3 (FI) PRPF3
LSM3 (FI) MFAP1
LSM3 (FI) PNN
LSM3 (FI) UBL5
LSM3 (FI) TRA2B
LSM3 (FI) PRPF8
LSM3 (FI) PRPF6
LSM3 (FI) POLR2C
LSM3 (FI) POLR2D
LSM3 (FI) POLR2A
LSM3 (FI) POLR2B
LSM3 (FI) POLR2G
LSM3 (FI) POLR2H
LSM3 (FI) POLR2E
LSM3 (FI) POLR2F
LSM3 (FI) POLR2K
LSM3 (FI) POLR2L
LSM3 (FI) POLR2I
LSM3 (FI) POLR2J
LSM3 (FI) SNRNP70
LSM3 (FI) PRPF38A
LSM3 (FI) PRPF40A
LSM3 (FI) PQBP1
LSM3 (FI) RBMX
LSM3 (FI) RBM5
LSM3 (FI) SNRNP40
LSM3 (FI) SNRNP27
LSM3 (FI) PPIH
LSM3 (FI) TCERG1
LSM3 (FI) PPP1R8
LSM3 (FI) USP39
LSM3 (FI) LSM6
LSM3 (FI) LSM7
LSM3 (FI) LSM4
LSM3 (FI) LSM5
LSM3 (FI) RBM39
LSM3 (FI) RBM8A
LSM3 (FI) NCBP1
LSM3 (FI) NCBP2
LSM3 (FI) RBM10
LSM3 (FI) RBM25
LSM3 (FI) RBM22
LSM3 (FI) RBM42
LSM3 (FI) WDR77
LSM3 (FI) WDR83
LSM3 (FI) RBMX2
LSM3 (FI) RBM17
LSM3 (FI) SF3B2
LSM3 (FI) SF3A3
LSM3 (FI) SF3A2
LSM3 (FI) SF3A1
LSM3 (FI) SF3B1
LSM3 (FI) SF3B5
LSM3 (FI) SF3B4
LSM3 (FI) SF3B3
LSM3 (FI) PRPF4B
LSM3 (FI) PRPF31
LSM3 (FI) WBP11
LSM3 (FI) PHF5A
LSM3 (FI) SNRPD2
LSM3 (FI) SNRPD3
LSM3 (FI) SNRPA1
LSM3 (FI) SNRPB2
LSM3 (FI) RNPS1
LSM3 (FI) SRRM1
LSM3 (FI) SRRM2
LSM3 (FI) SNRPD1
LSM3 (FI) SAP18
LSM3 (FI) TXNL4A
LSM3 (FI) ZMAT2
LSM3 (FI) SMNDC1
LSM3 (FI) YBX1
LSM3 (FI) XRN1
LSM3 (FI) SART1
LSM3 (FI) SART3
LSM3 (FI) PCBP1
LSM3 (FI) PCBP2
LSM3 (FI) PTBP1
LSM3 (FI) PUF60
HNRNPH2 (FI) PPP1R8
HNRNPH2 (FI) TCERG1
HNRNPH2 (FI) ISY1
LSM3 (FI) WBP4
HNRNPH2 (FI) SF1
HNRNPH2 (FI) PNN
HNRNPH2 (FI) NUDT21
HNRNPH2 (FI) ZNF830
HNRNPH2 (FI) HNRNPUL1
HNRNPH2 (FI) YBX1
HNRNPH2 (FI) PHF5A
HNRNPH2 (FI) WBP11
HNRNPH2 (FI) HNRNPU
HNRNPH2 (FI) HNRNPK
HNRNPH2 (FI) HNRNPL
HNRNPH2 (FI) PABPN1
HNRNPH2 (FI) SAP18
HNRNPH2 (FI) SART1
HNRNPH2 (FI) HNRNPR
HNRNPH2 (FI) HNRNPM
HNRNPH2 (FI) SRRM1
HNRNPH2 (FI) SRRM2
HNRNPH2 (FI) RNPS1
HNRNPH2 (FI) ZMAT2
HNRNPH2 (FI) PCBP1
HNRNPH2 (FI) WBP4
HNRNPH2 (FI) PCF11
HNRNPH2 (FI) PUF60
HNRNPH2 (FI) HTATSF1
HNRNPH2 (FI) LENG1
HNRNPH2 (FI) XAB2
HNRNPH2 (FI) PCBP2
HNRNPH2 (FI) PRPF31
HNRNPH2 (FI) PRPF18
HNRNPH2 (FI) PRPF19
HNRNPH2 (FI) PRPF4B
HNRNPH2 (FI) PRPF4
HNRNPH2 (FI) MFAP1
HNRNPH2 (FI) UBL5
HNRNPH2 (FI) TRA2B
HNRNPH2 (FI) LARP7
HNRNPH2 (FI) PRPF6
HNRNPH2 (FI) PRPF8
HNRNPH2 (FI) PRPF3
HNRNPH2 (FI) SNRPN
HNRNPH2 (FI) LUC7L3
HNRNPH2 (FI) PTBP1
HNRNPH2 (FI) HNRNPH3
HNRNPH2 (FI) SNRPB
HNRNPH2 (FI) SNRPC
HNRNPH2 (FI) SNRPE
HNRNPH2 (FI) SNRPA
HNRNPH2 (FI) RNF113A
HNRNPH2 (FI) SNIP1
HNRNPH2 (FI) SNRPF
HNRNPH2 (FI) SNRPG
HNRNPH2 (FI) PPIL1
HNRNPH2 (FI) PPIL4
HNRNPH2 (FI) PPWD1
HNRNPH2 (FI) PAPOLA
HNRNPH2 (FI) TFIP11
HNRNPH2 (FI) USP39
HNRNPH2 (FI) PPIL3
HNRNPH2 (FI) PPIL2
HNRNPH2 (FI) SNRPB2
HNRNPH2 (FI) SNRPD3
HNRNPH2 (FI) SNRPD2
HNRNPH2 (FI) SNRPD1
HNRNPH2 (FI) RBM5
HNRNPH2 (FI) RBMX
HNRNPH2 (FI) SMNDC1
HNRNPH2 (FI) SNRPA1
HNRNPH2 (FI) U2AF1
HNRNPH2 (FI) HSPA8
HNRNPH2 (FI) TXNL4A
HNRNPH2 (FI) RBM7
HNRNPH2 (FI) SMU1
HNRNPH2 (FI) SNW1
HNRNPH2 (FI) SRRT
HNRNPH2 (FI) U2AF2
HNRNPH2 (FI) SNRNP200
HNRNPH2 (FI) PQBP1
HNRNPH2 (FI) SLU7
HNRNPH2 (FI) SYF2
HNRNPH2 (FI) PPIH
HNRNPH2 (FI) PPIG
HNRNPH2 (FI) PPIE
HNRNPH2 (FI) PRCC
HNRNPH2 (FI) RBM12B
HNRNPH2 (FI) MAGOHB
HNRNPH2 (FI) MAGOH
HNRNPH2 (FI) U2AF1L4
HNRNPH2 (FI) RBM42
HNRNPH2 (FI) RBM8A
HNRNPH2 (FI) RBMX2
HNRNPH2 (FI) NKAP
HNRNPH2 (FI) RBM22
HNRNPH2 (FI) RBM25
HNRNPH2 (FI) RBM28
HNRNPH2 (FI) RBM39
HNRNPH2 (FI) NCBP2
HNRNPH2 (FI) IK
HNRNPH2 (FI) RBM10
HNRNPH2 (FI) RBM17
HNRNPH2 (FI) PRPF40A
HNRNPH2 (FI) PRPF38A
HNRNPH2 (FI) SYNCRIP
HNRNPH2 (FI) NCBP1
HNRNPH2 (FI) SYMPK
HNRNPH2 (FI) SNRNP70
HNRNPH2 (FI) SNRNP27
HNRNPH2 (FI) SNRNP40
HNRNPH2 (FI) POLR2C
HNRNPH2 (FI) POLR2L
HNRNPH2 (FI) PLRG1
HNRNPH2 (FI) UPF3B
HNRNPH2 (FI) POLR2J
HNRNPH2 (FI) POLR2K
HNRNPH2 (FI) POLR2A
HNRNPH2 (FI) POLR2B
HNRNPH2 (FI) POLR2F
HNRNPH2 (FI) POLR2G
HNRNPH2 (FI) POLR2H
HNRNPH2 (FI) POLR2I
HNRNPH2 (FI) SF3A2
HNRNPH2 (FI) SF3A3
HNRNPH2 (FI) POLR2D
HNRNPH2 (FI) POLR2E
HNRNPH2 (FI) SF3B5
HNRNPH2 (FI) SF3A1
HNRNPH2 (FI) SF3B1
HNRNPH2 (FI) SF3B2
HNRNPH2 (FI) PRKRIP1
HNRNPH2 (FI) TARDBP
HNRNPH2 (FI) SF3B3
HNRNPH2 (FI) SF3B4
HNRNPH2 (FI) LSM6
HNRNPH2 (FI) LSM7
HNRNPH2 (FI) WDR70
HNRNPH2 (FI) WDR33
HNRNPH2 (FI) LSM2
HNRNPH2 (FI) LSM3
HNRNPH2 (FI) LSM4
HNRNPH2 (FI) LSM5
P4HB (FI) PDIA6
P4HB (FI) PDIA2
P4HB (FI) SHH
P4HB (FI) VCP
P4HB (FI) PRDX4
P4HB (FI) PPIB
P4HB (FI) PDIA3
P4HB (FI) PDIA4
CALR (FI) SEC22B
CALR (FI) NPM1
CALR (FI) NFYA
CALR (FI) MSR1
CALR (FI) HLA-G
CALR (FI) HLA-H
CALR (FI) HLA-E
CALR (FI) HLA-F
CALR (FI) PTGES3
CALR (FI) HLA-C
CALR (FI) HLA-A
CALR (FI) HLA-B
CALR (FI) FOS
CALR (FI) PRKCSH
CALR (FI) VCP
CALR (FI) JAG1
CALR (FI) MSN
CALR (FI) SP1
CALR (FI) EZR
CALR (FI) FGB
CALR (FI) PDIA3
CALR (FI) PDIA4
CALR (FI) GATA1
CALR (FI) PFDN5
CALR (FI) DNAJB11
CALR (FI) YWHAZ
CALR (FI) YWHAE
CALR (FI) PDIA6
CALR (FI) TAPBP
CALR (FI) GANAB
CALR (FI) SCARF1
CALR (FI) ENO1
CALR (FI) LRRK2
CALR (FI) SOD1
CALR (FI) PSMA6
CALR (FI) CANX
CALR (FI) TAP2
CALR (FI) STX4
CALR (FI) HSPE1
CALR (FI) HSPA5
CALR (FI) EDEM1
CALR (FI) HADHA
CALR (FI) RPS3
CALR (FI) TAP1
CALR (FI) PLP1
CALR (FI) PPIB
CALR (FI) PFN1
CALR (FI) PCNA
CALR (FI) P4HB
CALR (FI) HSP90AB1
CALR (FI) HSP90AA1
CALR (FI) HSP90B1
NINL (FI) TUBGCP4
NINL (FI) RAB8A
NINL (FI) NUMA1
NINL (FI) TMEM67
NINL (FI) TUBGCP2
NINL (FI) TUBGCP5
NINL (FI) TUBGCP6
NINL (FI) TUBGCP3
NINL (FI) NPHP4
NINL (FI) SCLT1
NINL (FI) TUBA1A
NINL (FI) TUBA4A
NINL (FI) TMEM216
NINL (FI) PRKACA
NINL (FI) SSNA1
NINL (FI) NPHP1
NINL (FI) TCTN3
NINL (FI) TPX2
NINL (FI) TUBG2
NINL (FI) TUBG1
NINL (FI) SFI1
NINL (FI) TUBB
NINL (FI) TCTN1
NINL (FI) TCTN2
NINL (FI) PAFAH1B1
NINL (FI) TTBK2
NINL (FI) YWHAE
NINL (FI) YWHAG
NINL (FI) PCM1
NINL (FI) PCNT
NINL (FI) RAB3IP
NINL (FI) RAB11A
NINL (FI) ODF2
NINL (FI) PRKAR2B
NINL (FI) PLK1
NINL (FI) PLK4
NINL (FI) RPGRIP1L
NINL (FI) NME7
NINL (FI) SDCCAG8
NINL (FI) OFD1
AKAP9 (FI) HAUS2
AKAP9 (FI) HAUS1
AKAP9 (FI) HAUS8
NINL (FI) PPP2R1A
AKAP9 (FI) HAUS6
AKAP9 (FI) HAUS5
AKAP9 (FI) HAUS4
AKAP9 (FI) HAUS3
AKAP9 (FI) KRAS
AKAP9 (FI) KSR1
AKAP9 (FI) HSP90AA1
AKAP9 (FI) HAUS7
AKAP9 (FI) PPP1CA
AKAP9 (FI) RAB11A
AKAP9 (FI) HMMR
AKAP9 (FI) HRAS
AKAP9 (FI) TUBGCP6
AKAP9 (FI) TUBGCP4
AKAP9 (FI) TUBGCP5
AKAP9 (FI) RAB3IP
AKAP9 (FI) AURKA
AKAP9 (FI) NEDD1
AKAP9 (FI) TUBGCP2
AKAP9 (FI) TUBGCP3
AKAP9 (FI) MAPK3
AKAP9 (FI) MAPK1
AKAP9 (FI) MARK4
AKAP9 (FI) MARK3
AKAP9 (FI) NUMA1
AKAP9 (FI) MAPRE1
AKAP9 (FI) KIF24
AKAP9 (FI) NDEL1
AKAP9 (FI) PDE4DIP
AKAP9 (FI) DYNC1H1
AKAP9 (FI) DYNC1I2
AKAP9 (FI) FBF1
AKAP9 (FI) IQCB1
AKAP9 (FI) MAP2K1
AKAP9 (FI) MAP2K2
AKAP9 (FI) CKAP5
AKAP9 (FI) CEP152
AKAP9 (FI) CEP290
AKAP9 (FI) CEP250
AKAP9 (FI) RAB8A
AKAP9 (FI) TMEM216
AKAP9 (FI) CEP164
AKAP9 (FI) CEP192
AKAP9 (FI) CEP135
